newid,CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average,Final_Target
7157,45,229503658,210887357,38.42313857,39.66705126
7158,42,232841577,212099943,35.67926833,37.11228661
7159,41,245109952,220599614,35.14102328,36.53749487
7160,43,269467444,239440786,37.09614622,38.45320625
7161,48,304795022,268429356,41.26710847,42.60636879
7162,53,343312746,301568379,46.81000982,47.91746718
7163,58,373513826,329102881,52.63896774,52.95322467
7164,61,387370804,343671931,57.91010241,56.67517576
7165,61,385864759,345422965,62.22987554,58.86916676
7166,60,377723553,341323221,65.40062109,59.92466412
7167,59,372637885,339493439,67.03611051,60.25373231
7168,59,375185889,343955977,66.53699322,59.93973111
7169,60,383865623,353687412,63.54902816,58.89470359
7170,61,393978660,364878938,58.55352924,57.26907821
7171,63,400660553,373256269,53.05775223,55.64253985
7172,66,400689989,375551409,49.05660071,54.76235877
7173,67,393805238,370967594,47.94438697,55.00269973
7174,68,383002144,361921920,49.5814045,55.9602998
7175,66,372193754,352113935,52.27300139,56.53444355
7176,63,362271182,342675754,53.78060695,55.52093473
7177,57,349714529,330515683,52.64654116,52.37243693
7178,51,330042176,311403478,48.88026482,47.60417762
7179,45,303158786,285173165,43.65958552,42.54817402
7180,42,275637687,258138271,38.52664706,38.656412
7181,42,257979674,240563975,34.78940806,36.86839471
7182,45,258799363,240972705,33.35136919,37.38608439
7183,49,279664726,261003385,34.65998034,39.79494115
7184,52,314060400,294336446,38.51152478,43.30298535
7185,54,351613427,330817015,43.89128701,46.99358787
7186,56,384685188,362913314,49.20191523,50.08887444
7187,56,412035922,389333765,52.91860373,52.16882047
7188,57,436683889,412985722,54.30125613,53.24346779
7189,58,460320559,435538871,53.68075063,53.6201916
7190,60,479448315,453632528,52.07230947,53.59539061
7191,61,486506872,460005724,50.34477589,53.13751166
7192,60,474997845,448637464,48.60686804,51.8572222
7193,57,444534109,419762362,46.37852847,49.42088017
7194,53,401873921,380646526,43.39221534,46.11254521
7195,50,357183844,341370405,40.21219402,42.97234465
7196,48,318460013,308899477,38.0262787,41.25994336
7197,49,288128435,283913347,37.77139458,41.61639687
7198,52,263828921,262449312,39.34001822,43.5771743
7199,54,242372623,240781411,41.50286022,45.81734156
7200,56,223828833,219726268,42.62877114,46.99599887
7201,56,212562353,205002969,41.74916836,46.6642665
7202,56,214264871,203310101,39.27552697,45.61195496
7203,58,231433932,217358438,36.85670652,45.35863342
7204,62,261042928,243780311,36.40852226,47.10434521
7205,68,295654127,274751865,38.90786694,50.86218328
7206,72,326097813,301037951,43.68273917,55.31915526
7207,74,343908002,314553664,48.59813415,58.43035856
7208,71,343663828,310628618,51.07497762,58.38235387
7209,65,325361180,290087998,49.51407008,54.52298604
7210,56,295222241,259605826,44.39725967,47.87635897
7211,47,263422926,229064834,38.25497216,40.86186544
7212,41,239505066,207037571,34.235488,36.12380802
7213,39,227963600,196968769,34.10557324,35.04203994
7214,40,226410104,196060644,37.18257319,36.96195043
7215,42,227592435,197510938,41.0614929,39.79255781
7216,43,224612840,195202132,43.49838889,41.55011215
7217,43,216223814,188178345,43.9044068,41.66288215
7218,43,208196113,181655742,43.4383749,41.13641142
7219,43,209319466,183443014,43.96536282,41.66815656
7220,46,225007577,198337826,46.85686881,44.51394232
7221,52,253521520,224812543,52.31844118,49.81838952
7222,59,287281146,256134258,59.32697754,56.58263626
7223,66,317293463,284232239,66.03586919,63.08859548
7224,71,337114093,303230235,70.55973554,67.58996587
7225,73,344854639,311364145,71.91060661,69.08834022
7226,72,343704807,311610720,70.53565206,67.83270608
7227,69,340753534,310639264,67.94845104,65.11400137
7228,65,343261941,315220061,65.61619547,62.35710465
7229,62,353824620,327541858,63.99001634,60.18507941
7230,59,368402613,343367642,62.49573223,58.25494829
7231,57,379510533,355261056,60.39240337,55.94200743
7232,54,381889891,358227086,57.60177601,53.12793993
7233,51,375559627,352660465,54.78370495,50.36064117
7234,48,364131074,342452897,52.8147937,48.41997459
7235,48,351230618,331142700,52.33212954,47.87232094
7236,49,339207132,320487054,53.6106575,48.95035242
7237,51,330654365,312216763,56.4649161,51.54991574
7238,55,329123683,309331488,60.00761818,55.08629331
7239,60,336134439,313669333,62.69837524,58.3988668
7240,63,346853098,321638780,63.10594374,60.10918335
7241,63,350172964,323682684,60.95526467,59.40828613
7242,61,335502968,310145385,57.42371345,56.65253383
7243,57,301463447,279374366,54.22613742,53.14886086
7244,53,258678506,240656844,52.2610096,50.21936599
7245,50,223526515,208742901,51.10560608,48.34905517
7246,49,207622016,194212545,49.82968858,47.16554105
7247,48,211377936,197501195,48.27201544,46.18008507
7248,48,226124311,210853505,47.48376705,45.48743455
7249,47,241930496,225539448,48.92759573,45.75135937
7250,46,254208630,237781381,53.22698328,47.57963077
7251,47,264385593,248989162,59.55200079,50.92906357
7252,49,275657926,261480447,66.0319363,55.0247661
7253,52,288749380,274629278,70.78325152,58.77810358
7254,56,301478642,285099221,72.85789269,61.35863191
7255,58,311420872,290115115,72.59049198,62.55451003
7256,60,317881597,289666931,71.18427378,62.71679038
7257,61,320868541,285258768,69.78503561,62.31977083
7258,60,318693920,277021792,68.63808627,61.43670813
7259,58,307719260,262905743,66.97397816,59.58878279
7260,54,285628267,241422343,63.80069643,56.22203463
7261,49,255680626,215513053,58.98992486,51.48783257
7262,44,227547443,193400493,53.67939629,46.57461607
7263,41,212765167,184627879,49.60812037,43.15710623
7264,41,217807763,194040737,48.03385242,42.3927305
7265,44,240404293,218758218,49.22486032,44.36056154
7266,48,271875512,250504936,52.79679628,48.3414761
7267,54,302600157,280580317,58.22769409,53.43348649
7268,58,325364923,302746835,64.80161633,58.73183977
7269,61,334860830,312591521,71.0765961,62.9882759
7270,60,326604122,306413011,74.73906641,64.46881234
7271,56,298832965,282828266,73.46495514,61.63725665
7272,47,256235394,246037959,66.38245771,54.3409449
7273,38,210864156,206630420,55.004769,44.4462476
7274,31,177666317,177695572,42.77391333,35.18634739
7275,28,167033256,168334103,33.35603687,29.51701727
7276,31,179374140,178846702,28.77393735,28.57651964
7277,37,205195165,200684599,28.67013412,31.30128458
7278,43,230412134,221147931,31.20008997,35.41204771
7279,47,243412099,229891736,34.74145171,38.95782899
7280,47,239902404,223526903,38.92174113,41.24288302
7281,45,223879903,206509256,44.18745885,42.64128808
7282,41,205454326,188907139,50.60571293,43.83868423
7283,38,196647452,182253804,57.26354377,45.33862986
7284,36,206005645,194404298,62.83346498,47.45405896
7285,39,233942742,225143364,66.57161007,50.36319368
7286,44,271816518,265321720,68.65360996,53.89485506
7287,50,306032877,300893308,69.62000196,57.2704554
7288,54,324770846,319733540,69.70647951,59.29109662
7289,55,323182916,317107840,68.8459846,59.07878951
7290,52,304698957,297052744,67.24979056,56.86502034
7291,47,278765608,269766848,65.78542883,54.12181146
7292,45,256652447,246913807,65.61579533,52.80017269
7293,46,247272123,237216717,67.38721006,54.18635951
7294,51,254737574,244163626,70.71899038,58.20736317
7295,59,277981715,265982077,74.39990639,63.58776631
7296,67,311276856,296596956,77.00811963,68.54033204
7297,72,345184568,326945081,77.43215574,71.43133575
7298,74,369246106,347615844,75.12075664,71.21620152
7299,72,376736358,352982034,70.20763416,67.73790172
7300,66,368164341,343961399,63.52102629,61.80961214
7301,58,349428850,326035376,56.28843744,54.82584606
7302,51,325586018,303599208,49.58587465,48.00486644
7303,44,296710865,276446266,43.98728262,41.8977843
7304,37,260784987,242637947,39.76077761,36.65876327
7305,31,220577526,204834779,37.30741501,32.71427675
7306,27,186306785,172600103,37.16271972,30.9268459
7307,27,170055588,157115854,39.38945646,31.91301261
7308,30,176921025,162988920,43.04814916,35.23603458
7309,36,201419860,184998625,46.52771798,39.43721822
7310,41,232071995,212435613,48.63557234,42.9920601
7311,45,259071694,236299913,49.49987033,45.33057203
7312,48,278185120,252977378,50.46283548,47.05072454
7313,50,289339941,262888150,53.02847556,49.23495486
7314,52,293785260,267630531,57.67689455,52.49766762
7315,55,293232285,268874929,63.40566792,56.48324496
7316,58,290106526,268448432,68.2782332,60.07893677
7317,59,286397864,267439852,70.51717253,62.05190193
7318,60,281409478,264496186,69.33968524,61.59638666
7319,58,271387690,255808448,65.07792714,58.52066618
7320,53,252529038,237988163,58.81394002,53.21922276
7321,46,224985829,211624131,52.03326608,46.66636825
7322,38,194067004,182121678,46.38887518,40.33681036
7323,31,167633885,157071833,43.24616876,35.75395911
7324,27,152335876,142717489,42.97443064,33.73799736
7325,26,151536984,142124222,44.57704801,33.94149472
7326,27,164966204,154941346,46.21006666,35.14525945
7327,29,188637681,177313895,46.3220385,36.08810774
7328,31,215155465,202115366,44.53729399,36.14896876
7329,32,235792668,220926977,41.6786278,35.44179449
7330,33,243976066,227468454,39.06045172,34.4210325
7331,32,237507602,219881060,37.62296531,33.38099339
7332,30,217846566,200086568,37.44306876,32.20057674
7333,26,188138832,171672398,37.87878184,30.51131688
7334,20,152833629,139107942,38.20698823,28.19010251
7335,15,118927170,108690720,38.24068454,25.77052734
7336,12,95793029,88600131,38.42389914,24.34332986
7337,12,91539182,85943091,39.42290554,24.95673005
7338,17,108099643,102421270,41.73202343,28.04075268
7339,24,139668534,132694580,45.67321124,33.35487773
7340,33,176412811,167476422,51.55076561,40.36999015
7341,42,210407804,198973865,59.43876085,48.53075632
7342,51,238886784,224294031,68.56581261,57.07915967
7343,59,262931406,244743241,76.96700313,64.76964912
7344,65,283948249,262651260,82.07065455,70.04609307
7345,68,301319043,278655175,82.02673587,71.74603666
7346,69,312390324,290865176,76.75072163,69.73438806
7347,68,313723104,295527017,67.78519403,64.83447085
7348,65,302405685,288491731,57.11690421,58.09633382
7349,59,277390430,267335978,46.05708354,50.1386224
7350,51,241133994,233753797,35.22733815,41.27300292
7351,42,200600947,194692192,25.52832281,32.28083841
7352,33,165735278,160411498,18.8038138,24.8689437
7353,27,144985065,139652688,17.10741237,21.00771181
7354,24,140488438,134874065,21.03033549,21.5401868
7355,24,146665620,141005825,28.76814215,25.36929808
7356,26,153712543,148749297,37.02860732,30.09954956
7357,27,153963935,150452010,43.10543524,33.66316442
7358,28,147054205,145057383,46.37142711,35.5853988
7359,29,140383393,138982654,48.08046131,36.92607339
7360,32,144283084,141971570,49.9120722,39.10425671
7361,37,164839671,160248113,52.63278804,42.66872712
7362,42,199062508,191476311,55.86760401,46.94593851
7363,47,235629156,225127216,58.84890792,50.66842703
7364,50,260846639,248253819,61.25494169,52.960861
7365,49,266165196,252953963,63.40647054,53.92500373
7366,48,252723788,240729209,65.80146306,54.45941322
7367,48,230488895,221266530,68.54877733,55.55425353
7368,49,212844459,206836214,71.28702288,57.68973574
7369,54,209683754,205743209,73.65166289,60.77575564
7370,59,222449470,218247402,75.73446492,64.45139917
7371,65,243647876,236885483,77.92165985,68.22181063
7372,69,261194803,250848429,80.18799677,71.28308752
7373,70,265010208,251725450,81.66079763,72.48217253
7374,67,251736391,237161632,81.12370085,70.84197867
7375,61,225155262,210822349,78.12499732,66.39212783
7376,53,193361619,179928074,73.59674265,60.51460296
7377,47,165471693,152673570,69.2951797,55.32312973
7378,43,149406325,136504593,66.53027176,52.46024103
7379,44,150505194,136813506,65.31727838,52.23739141
7380,48,170621053,155841660,64.6260864,53.74507281
7381,53,207950627,192241642,63.37300577,55.71111595
7382,59,257484924,241308413,61.19201077,57.26828578
7383,63,311409150,295286729,58.35349707,58.00601174
7384,65,359630759,343948093,55.11336602,57.5298915
7385,64,391871587,376784961,51.33469722,55.30904043
7386,60,401938727,387309597,46.84262627,51.19410135
7387,54,391833716,377105875,42.12469862,46.09719015
7388,49,371670253,355764962,38.61162821,41.9871466
7389,47,354074937,335532531,38.13675092,40.94328406
7390,50,346993707,324485082,41.82657335,43.89529145
7391,55,350615881,323608878,49.15525787,50.00326458
7392,62,359780704,328924863,57.90496781,57.12030461
7393,67,367901710,334859619,65.16417776,62.90242066
7394,69,368664521,335515401,68.67999234,65.71492145
7395,68,356359858,324949660,67.68909119,64.90703141
7396,64,327700557,299249521,62.94903647,60.71232718
7397,57,284723032,259777963,56.2720978,54.13883286
7398,48,235199846,213823423,49.85342197,46.78272433
7399,39,189004274,170994486,45.48257362,40.33593352
7400,31,153432221,138402202,43.83169481,35.93598396
7401,26,131353113,118684796,44.19896165,33.80204881
7402,25,122505741,111357214,44.92803579,33.36447929
7403,26,125338883,114825132,44.31936836,33.69529447
7404,29,137575908,127018736,41.56489472,33.95854743
7405,33,155956132,144997450,37.21166417,33.73282478
7406,36,176350848,164856957,32.86145699,33.12226855
7407,38,194554479,182431412,30.21237685,32.58081592
7408,38,207191017,194290852,29.99541893,32.50504253
7409,37,212325340,198526629,31.5430446,32.87908188
7410,36,209874647,195256530,33.39465594,33.30965034
7411,35,201705600,186634370,34.57813497,33.47881847
7412,35,190860558,175865674,35.55910367,33.60547864
7413,34,180097266,165585559,37.99853506,34.44595984
7414,33,171244218,157225025,43.42606514,36.79706708
7415,34,166339967,152319292,51.85637003,40.90962655
7416,35,169025554,154129688,61.404113,46.23030629
7417,39,183492036,166782710,69.16073224,51.58035371
7418,44,210624698,191492126,72.710505,55.6150569
7419,49,244550368,223026392,71.28873538,57.31425507
7420,52,273502266,250347755,65.90340361,56.28454775
7421,52,285552454,262050759,58.50744697,52.78087368
7422,48,275309289,252822359,50.92455024,47.51106195
7423,42,246545591,226017753,44.21831572,41.365092
7424,35,209235520,190887617,38.68672269,35.19062038
7425,28,174019390,157397178,34.19079793,29.65550318
7426,22,148136376,132479425,30.43456324,25.15246268
7427,18,134321178,119020194,27.06739025,21.72394503
7428,16,131741245,116597601,23.77258818,19.11610066
7429,15,137789199,122933322,20.48580569,17.06272471
7430,15,150109136,135664053,17.57905428,15.64155682
7431,16,168091872,153807072,15.72929825,15.3666726
7432,19,192719696,177788545,15.5067936,16.88142999
7433,25,224409941,207593375,17.0346608,20.4711308
7434,34,260334936,240395814,19.95055423,25.72913441
7435,42,293714076,270011487,23.58087892,31.56856006
7436,49,316273188,289217829,27.16693619,36.59586348
7437,53,322416481,293471804,30.1127134,39.71336355
7438,53,312180701,283297372,32.23439805,40.65777739
7439,50,291077815,263796702,33.86991763,40.13275165
7440,47,267361638,242081376,35.6943709,39.4073147
7441,45,248724362,224584693,38.27199918,39.60959774
7442,44,239904808,215375782,41.60988997,41.14373112
7443,46,241568150,215377914,45.04588394,43.55688006
7444,48,250633499,222421703,47.58381449,45.88644694
7445,50,262243876,232501904,48.434894,47.22537682
7446,51,272578143,241952253,47.39319607,47.15541917
7447,51,280693605,249200724,44.88635338,45.86965546
7448,50,288134886,254909372,41.78870068,44.02779029
7449,50,296684481,260516925,39.11094224,42.44712741
7450,50,305985585,266371291,37.6626907,41.73517591
7451,50,313136096,271110705,37.87490404,42.06675152
7452,51,315072343,273111452,39.90585956,43.29010941
