newid,CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average,Final_Target
4826,54,151491779,138323489,53.30034157,51.16728837
4827,51,156655897,143810864,53.68684114,49.78883637
4828,48,173843007,160884209,53.85890129,48.82965643
4829,48,201593813,187656514,54.44028027,48.98388016
4830,49,232890450,217226975,55.57345163,50.00588647
4831,50,260144130,242665133,56.93585,51.25178578
4832,51,278636863,260236740,58.25490853,52.42222037
4833,53,286296343,268791563,59.70875181,53.76779884
4834,55,282180464,267730577,61.7185782,55.62067962
4835,57,266796469,256919866,64.28334405,57.77800849
4836,58,243885040,238590947,66.54970157,59.36978956
4837,57,220741727,218422218,67.16405247,59.38667549
4838,55,205749746,203985838,65.20312215,57.46006816
4839,53,204753081,201465539,60.89310207,54.246177
4840,51,218594933,212741719,55.53542283,51.08181335
4841,52,242934535,234424954,50.80983603,49.21589644
4842,55,270177686,259322930,48.08774837,49.26594866
4843,59,292416691,279488773,48.13328517,51.22970398
4844,64,303866503,289097629,51.04432326,54.78478357
4845,68,301949322,285867853,56.18580412,59.44173673
4846,73,287288722,270989077,62.23092367,64.49666211
4847,77,263209155,248171258,67.63475073,69.09475826
4848,81,234974358,222378664,71.50582471,72.59374202
4849,83,208711295,198640444,74.25793992,74.96592689
4850,84,189881860,181016282,77.32984604,76.75279109
4851,83,181345670,171494069,81.93760358,78.42566068
4852,79,181788949,168999142,87.73923816,79.63503781
4853,73,185920028,169504265,92.5306334,79.07048642
4854,64,187103395,168017232,93.32194789,75.17562462
4855,53,181252228,161691103,88.06488635,67.23216255
4856,40,169598270,152048511,76.899608,56.05915514
4857,29,158461929,144653246,62.25496216,43.90660381
4858,22,155783261,146052456,47.8480952,33.61565943
4859,20,166015309,159404234,37.09168939,27.434022
4860,23,186368996,181351581,31.66828516,26.04765769
4861,28,207294738,202668465,31.07927667,28.4010735
4862,34,217573014,213033548,33.48002539,32.47938523
4863,39,210725061,206885425,37.11881773,36.49366711
4864,42,188156645,186043505,41.15713691,39.56406127
4865,42,157409131,157684060,45.34959572,41.55407616
4866,40,128142069,130439378,49.30530101,42.58588861
4867,37,109210530,111961739,52.35458894,42.89730525
4868,36,107101945,107979304,54.11139804,43.00953089
4869,36,123797761,120592474,54.90904859,43.66179495
4870,39,154170518,145718786,55.48845488,45.30366716
4871,43,186483740,173212717,56.25307023,47.61831149
4872,47,208720151,192480450,56.89574835,49.66446981
4873,49,217422786,200562512,56.75371576,50.60168636
4874,50,221069836,205167764,55.48439997,50.33321591
4875,50,233550820,218539191,53.42978915,49.49841641
4876,51,262669941,246882376,51.44731223,48.93135767
4877,52,303636513,284717603,50.44746643,49.1539527
4878,54,342585831,318697129,50.96918086,50.24491153
4879,56,366071777,336755931,52.9720509,51.96117646
4880,57,368681607,335009525,55.89371835,53.88512011
4881,57,354517012,318513187,58.93298822,55.57125064
4882,57,333601908,297297700,61.42660131,56.74197128
4883,57,316364410,281039299,63.15182731,57.45776796
4884,57,308654409,274701468,64.42477747,58.11429301
4885,58,308930138,276335501,65.91020675,59.2003857
4886,59,308901744,277900362,68.16398298,60.90579942
4887,60,297921760,269325439,71.1559191,62.82150002
4888,60,269346776,244331775,74.14421334,64.00678619
4889,57,225281008,204808547,76.03630847,63.47619772
4890,51,176453049,160734074,75.97912201,60.81830117
4891,45,136880384,125266813,73.79723285,56.52419976
4892,38,116473248,107864694,70.06546587,51.79135383
4893,34,116150395,109616058,65.79886569,47.9074948
4894,33,128451238,123577557,61.91900892,45.60159882
4895,35,143185031,139866754,58.85139217,44.80724547
4896,38,154364937,152225806,56.59172909,45.00779453
4897,41,163618260,161575844,55.17123983,45.86601794
4898,45,177660087,174038122,55.02058125,47.59141034
4899,49,201924491,195069371,56.81289283,50.72686153
4900,55,235434621,224404623,60.89700199,55.54253293
4901,62,270850199,255716631,66.82394283,61.55777725
4902,68,299352786,280959864,73.35048024,67.5904286
4903,73,316185777,295601057,78.86205772,72.26716306
4904,74,322406878,300476746,81.86577809,74.56118583
4905,74,322029067,299318240,81.33832762,74.03291601
4906,72,318022011,295087540,77.01511428,70.85208369
4907,68,311264050,288963576,69.65435312,65.79274092
4908,65,302638278,282176940,60.96720178,60.10851484
4909,63,294660543,277271723,52.97486055,55.10665412
4910,61,290180836,276536810,47.16660117,51.6243854
4911,60,290113573,279729604,44.10801875,49.85658217
4912,60,293511985,284559851,43.59847685,49.59743958
4913,61,299763531,289665459,44.90833308,50.47375739
4914,62,309486763,296187555,46.85891594,51.89117466
4915,63,322372411,305526527,48.06208954,52.94514045
4916,63,334402905,315563115,47.56031946,52.6706353
4917,60,338223768,319822635,45.47029784,50.57050329
4918,55,327415973,311305951,42.95902089,46.9771279
4919,48,301427634,288034580,41.40753046,42.9122421
4920,41,266940450,255442512,41.37353156,39.52214488
4921,36,234245627,223325968,42.16564439,37.46071317
4922,34,211321435,199761979,42.35452899,36.61023616
4923,35,200351194,187107454,40.8583753,36.34086767
4924,38,199372054,183308073,37.86427331,36.17761666
4925,41,206774522,186536689,34.93713383,36.36819043
4926,45,223206676,197634277,34.12972057,37.75552251
4927,49,248290179,217294450,36.57701862,40.88586147
4928,53,276065503,241327549,41.57656598,45.1206424
4929,55,295514554,260245444,46.97119857,48.73136749
4930,54,297363820,265035710,50.64760496,50.0898685
4931,50,281421993,254254753,51.96395053,48.94657579
4932,46,257742777,235924908,51.95894934,46.63942938
4933,42,240497522,222489777,52.283738,45.0566902
4934,41,239462982,222988076,53.85963518,45.27242607
4935,42,255094098,238179977,56.33993556,46.96336718
4936,44,279450471,261105691,58.62393448,48.92837912
4937,45,301015229,281391062,59.78684427,50.07515029
4938,45,310066200,290141792,59.58433353,49.9908018
4939,44,302396159,283373078,58.2301471,48.8064337
4940,42,280621722,263325406,55.88865083,46.80781603
4941,40,253053797,237603487,52.56197721,44.35847766
4942,40,230450955,216287253,48.50715577,42.12385962
4943,41,221348416,207555901,44.56699742,41.03905165
4944,45,227408781,213206670,41.8012463,41.68680887
4945,51,241314004,226524658,40.68156216,43.57836769
4946,54,249717814,234955925,40.77791458,45.23525625
4947,53,241157696,227559762,41.37979578,45.30268031
4948,49,214578715,203159282,42.39537723,43.80919509
4949,44,181977285,172964716,44.50175275,42.36041798
4950,42,161723700,154273915,48.32710669,42.94777704
4951,43,166150318,158631642,53.48427519,46.31858515
4952,49,192410575,183129052,58.40488206,51.26137104
4953,55,223995411,211961800,61.11826662,55.35141954
4954,58,241954035,227246575,60.34549982,56.5055442
4955,57,236826438,220362043,56.22503321,54.19850004
4956,54,212233243,195179394,50.38130112,49.64981546
4957,49,179099297,162384586,45.34517959,45.08692035
4958,46,147284955,131478687,43.49843928,42.65880397
4959,45,121465018,106906123,45.94409222,43.55110091
4960,48,102220877,89103217,51.87669516,47.58379605
4961,53,88989043,77283467,58.86142621,53.34033352
4962,59,82042942,71385507,63.960092,58.76553115
4963,65,82989518,72703603,65.17586625,62.0718917
4964,69,94125026,83389148,62.46957302,62.60365382
4965,71,116898389,104931896,57.72507989,61.14023276
4966,71,150232974,136378133,53.56776668,59.30473169
4967,71,190185843,173883626,51.72072232,58.3930559
4968,71,231815796,212593643,52.02834918,58.52363939
4969,71,271972567,249574847,52.81488725,58.79014584
4970,70,310223693,284869913,52.18875415,58.18282425
4971,69,346707842,319261645,49.2794938,56.41870309
4972,69,379180785,350981108,44.68273827,54.08769155
4973,69,402680272,375029054,40.04463763,52.18691017
4974,71,412485093,386093625,37.12051296,51.46121379
4975,72,407853063,382601679,36.79513044,51.94334966
4976,72,393770782,368891020,38.59914943,52.95490305
4977,71,379604445,354120291,41.04131363,53.58185116
4978,69,374799655,348003634,42.54260957,53.26534855
4979,67,383045718,354883895,42.31403396,52.01007149
4980,64,398460751,369738036,40.61681771,50.10437762
4981,62,407952646,380191370,38.38733606,47.79086917
4982,58,399842049,374666536,36.64291595,45.31659077
4983,54,372443419,350703922,36.05733347,43.19387779
4984,51,334928334,316145772,36.81206213,42.13146585
4985,50,299593707,282204536,38.65763381,42.51259006
4986,51,272879268,255161967,41.09722984,43.95080307
4987,52,252999237,234032692,43.58372349,45.43951523
4988,51,234858781,214865395,45.62565053,45.96670472
4989,47,216531217,196401833,46.80906171,45.04876443
4990,43,201828769,182150366,46.84830123,42.86489823
4991,38,197891236,178134840,45.73406537,40.09100274
4992,35,210100322,188590023,43.90381726,37.6327344
4993,34,237655061,212447601,42.25735386,36.32427095
4994,35,272847896,242962385,41.8634521,36.62525818
4995,37,305102906,271212784,43.39472481,38.4377029
4996,39,326959829,291059961,46.61148514,41.15203193
4997,41,336718194,301117035,50.32822622,43.8807836
4998,43,335405310,301882098,53.02082099,45.75688438
4999,43,322085993,291709542,53.71161358,46.2268742
5000,42,293744536,267080949,52.47234268,45.27857865
5001,41,250597094,227715393,50.17670558,43.46865132
5002,39,200972498,181098541,47.80594659,41.67586354
5003,39,159990705,141277517,45.95863256,40.72999203
5004,41,142543441,122503377,44.84683137,41.13740484
5005,45,155806287,132411257,44.47565144,42.92797017
5006,51,195589510,168401198,44.66421639,45.54420646
5007,55,247533517,218041540,45.01058159,47.88913781
5008,57,292380182,263211288,45.06314881,48.7434041
5009,55,313794301,287293861,44.58434427,47.41651611
5010,49,305711935,282896035,43.54975136,44.13421613
5011,41,275179661,255718295,41.91286113,39.8716824
5012,35,238596628,221592921,39.61881824,35.89128795
5013,33,213518120,198250817,37.05990154,33.38771798
5014,34,210972056,196999755,35.41554883,33.26913329
5015,39,232194893,218929439,36.21900044,35.87531814
5016,45,270229036,256529156,40.33181692,40.70454106
5017,50,314033348,298257835,47.22697239,46.48279748
5018,53,352517671,333081267,55.16134034,51.6664052
5019,53,377639250,353760475,61.95629456,55.04233901
5020,51,386753404,358927647,65.77753594,56.05510698
5021,49,383224045,353096740,65.64877172,54.80240329
5022,47,373469754,343181465,61.73750474,51.86569475
5023,45,361502005,332914245,55.3819417,48.131743
5024,45,346049631,320239722,48.7349609,44.65975479
5025,45,324099337,301230423,44.03957075,42.52852395
5026,46,297698159,277162648,42.75515212,42.52133661
5027,49,276185529,256921149,44.88429283,44.65370822
5028,51,269989951,250929193,48.90965304,47.89226787
5029,53,280990634,261573599,52.5650461,50.5103411
5030,53,298804971,279367935,54.1099876,51.06897777
5031,50,307549617,289312552,53.3034433,49.4032017
5032,47,298047269,282521945,51.46924226,46.90235831
5033,45,275164712,263166284,50.71111621,45.86070211
5034,48,254184472,245031154,52.75881382,48.24014799
5035,56,249770947,241257170,57.95571291,54.50151403
5036,68,266637517,255838079,64.87168073,63.1816576
5037,79,297822198,282217678,70.88118449,71.52427388
5038,88,329475904,307840520,73.48990897,76.77657635
5039,91,347598506,320449932,71.57604214,77.30825772
5040,87,343396194,313012523,65.76288614,72.98674327
5041,78,316104095,286035725,57.84402392,64.91042732
5042,65,272973170,247039258,49.77651856,54.89917684
5043,51,226454285,207574592,42.81824512,44.9392942
5044,39,189312857,178739726,37.18257211,36.61135133
5045,32,169352613,166588151,32.35345065,30.66494288
5046,28,166233251,169452856,27.8527413,27.00903514
5047,29,172608212,179254716,23.88630179,25.14815888
5048,30,179414220,186785564,21.3273502,24.70713744
5049,32,181787017,187569522,21.02602871,25.58738996
5050,35,181266799,183919523,23.02166288,27.66546448
5051,37,183168743,182013791,26.35570464,30.45473562
5052,40,191956886,186941263,29.69592832,33.2124077
5053,42,208119971,199428429,32.26756614,35.43512257
5054,43,227764325,215583584,34.3047561,37.18132448
5055,45,244318502,228932156,36.67760078,38.84173593
5056,45,251562820,233640664,40.07662729,40.61869641
5057,44,246929314,227649007,44.46532272,42.28264367
5058,42,233156518,213939802,49.20851397,43.4437513
5059,38,216823826,198869166,53.67447138,44.04955772
5060,36,204660479,188640597,57.73134992,44.64025436
5061,35,200333683,186382486,61.72030378,46.13999583
5062,37,203490508,191290381,65.98248714,49.31398682
5063,43,210596869,199414732,70.36156047,54.20152849
5064,51,216481089,205257836,74.07119875,59.84560888
5065,59,216486513,204116362,76.06032538,64.55880103
5066,64,209245562,194933537,75.70877941,66.73495876
5067,65,198590502,182043239,73.40658349,65.80980096
5068,61,192459335,173866195,70.48853124,62.68025255
5069,56,198616060,178632071,68.38640149,59.14333315
5070,51,219794962,199684127,67.57717006,56.68324271
5071,49,251522047,233301008,67.22197837,55.53226521
5072,49,283906633,270107558,65.83003454,54.70810354
5073,48,306139450,298979722,62.3728753,52.88524211
5074,46,311127558,311392464,56.96500623,49.33454502
5075,42,298011617,304407189,50.72068877,44.28726938
5076,36,271704750,281301200,45.07025908,38.67190389
5077,29,240264222,249875714,41.08571357,33.61037688
5078,23,211886825,219475659,39.15874531,30.02845009
5079,20,192868644,198059925,38.99769456,28.43086704
5080,20,186491031,190033631,39.75432603,28.74177673
5081,23,192201692,194986798,40.27745463,30.27229511
5082,27,205463875,207857384,39.64333784,32.02455475
5083,32,219560996,221328443,37.84529052,33.31719912
5084,35,229359665,229913306,36.11727991,34.31080266
5085,39,234500897,233093004,36.45266183,35.96105385
5086,42,239102929,234903831,40.49859261,39.36685183
5087,46,248014164,240259310,48.51515933,44.95822212
5088,50,262912217,251161873,59.02609614,52.05564668
5089,54,281577499,265858930,69.34137903,59.06465551
5090,58,300588615,281208800,76.68870292,64.20564023
5091,60,318548242,295688137,79.40237012,66.3696821
5092,60,336505586,309977571,77.55175285,65.57319109
5093,59,355054173,324535832,72.68394307,62.74035505
5094,57,371391462,337057151,66.9197087,59.0671507
5095,54,380284455,343337758,62.02187762,55.51016896
5096,51,378645683,341223230,58.9014452,52.67360083
5097,49,368652664,333071253,57.56804001,50.88651482
5098,48,355383606,323315297,57.30347926,50.16928003
5099,48,341350031,313571907,56.9926858,50.13592664
5100,49,324316276,301070841,55.67915665,50.12991596
5101,51,301279148,282651459,53.18326007,49.67198801
5102,52,274559778,260340571,50.32835032,48.89250999
5103,53,253374924,242578715,48.48488411,48.53363818
5104,55,248353115,239113079,48.68633823,49.42262734
5105,57,262990134,253292775,50.90613727,51.73271313
5106,60,289279781,278127406,53.94457691,54.58050767
5107,62,311931348,299939263,55.99558518,56.38279024
5108,61,318556316,307374435,55.59141872,55.85384998
5109,58,307777000,298736931,52.37887812,52.91094029
5110,55,288733642,281769367,47.23531191,48.71412563
5111,52,273016920,266621212,41.64570781,44.77632544
5112,51,266368602,258501594,36.76765998,41.88865784
5113,50,266579435,255814879,32.8341494,39.73262884
5114,49,267585495,253772011,29.31122531,37.41490023
5115,46,264656412,248837807,25.66699283,34.38588431
5116,43,256148415,239999686,22.13240447,30.97704218
5117,39,241883062,227095847,19.86451794,28.24433298
5118,37,221710602,209547526,20.41296963,27.40305924
5119,36,196728833,187694841,24.84935132,29.28222805
5120,38,171485092,165086014,33.03806627,33.96388489
5121,42,153483710,148246960,43.42874078,40.62759828
5122,46,149265343,143156688,53.5477131,47.72793653
5123,51,160693879,151709826,61.00264221,53.59258538
5124,55,185163223,171694506,64.45272896,57.18369947
5125,59,218786461,199674537,63.99712067,58.51228579
5126,62,258051529,232703946,60.82337877,58.37989424
5127,64,297839482,266672720,56.405819,57.62532343
5128,67,329465079,294333483,51.79849791,56.49044819
5129,67,343741836,307678920,47.49642645,54.67823065
5130,65,338059501,304145245,43.85554785,52.03644227
5131,61,320108755,290124599,41.49230903,49.11753474
5132,57,302981182,276799731,41.10987848,46.965878
5133,54,295479267,271561420,42.90765357,46.34380086
5134,53,296854838,273385789,46.2531895,47.19833186
5135,52,300419482,276262190,49.96036183,48.80601794
5136,52,301423840,276387620,52.83365394,50.28555176
5137,53,301431656,275930708,54.00281604,50.97063693
5138,53,306248004,280757838,52.9933786,50.52259499
5139,53,320702182,295362906,49.76613918,48.96438504
5140,53,345018881,319501861,44.81316409,46.71254971
5141,54,374486609,348106014,39.14936271,44.47183186
5142,56,401222004,373271663,34.02214303,42.89028871
5143,58,416731880,386983858,30.38848665,42.13626034
5144,59,414999521,384122416,28.49904485,41.75998128
5145,58,395390552,364928591,27.9903455,41.06591472
5146,55,363508515,335268012,28.49931621,39.77959304
5147,50,328806839,303943894,30.25443365,38.4557378
5148,46,300254500,278630314,34.02503618,38.24016743
5149,43,282898326,263094211,40.39967738,40.13872921
5150,44,277185262,257133467,48.96946573,44.31585498
5151,46,280605412,258476753,58.03292942,49.85350593
5152,50,289648503,264607717,65.09264853,55.08761464
5153,54,300402408,272989566,68.03200863,58.38356037
5154,57,308069492,280124677,66.40737915,58.98702941
5155,58,307288920,281432116,61.9166085,57.41218948
5156,58,294379246,273136851,57.45203337,55.01354826
5157,56,270122591,254949988,55.29980973,53.01601487
5158,53,240571468,231198652,55.88613091,51.79887915
5159,49,214931248,209414459,57.96631238,51.01502647
5160,45,201758728,197254520,59.83568725,50.32102199
5161,44,205400416,199247003,60.44655514,49.93959476
5162,46,224226994,214764236,59.76033606,50.53906368
5163,52,251608324,238373095,58.44818356,52.63211682
5164,60,279129439,262468670,57.35007498,56.07233827
5165,69,299776828,280281213,56.97336719,59.99244135
5166,75,309189872,287402262,57.1980835,63.1201713
5167,78,305742721,282248384,57.34022993,64.27033316
5168,75,291407615,266981701,56.62225345,62.88389711
5169,70,272952369,248399892,54.84694036,59.45780309
5170,64,260587780,236330644,52.79540706,55.54458218
5171,59,262914321,238773548,51.86534366,53.0445534
5172,58,281430449,256930464,53.0015945,53.02819161
5173,59,309458716,284440154,55.74485824,54.93614905
5174,61,336669005,311635738,58.33240789,56.91200602
5175,61,355245755,331107107,58.84672874,57.06529888
5176,58,362768634,340215932,56.37299087,54.59692314
5177,53,360704355,339769661,51.21818115,49.94273889
5178,48,351311309,331430410,44.33276932,44.12807936
5179,43,335981981,316420779,36.82501714,38.17139244
5180,39,315775154,296013310,30.03789589,33.01389416
5181,36,293000954,272759498,25.70434836,29.67547911
5182,35,272002798,250932730,25.44266535,29.07081863
5183,36,257677422,235042868,29.64559456,31.39175446
5184,38,252327287,227054677,36.72761934,35.60576354
5185,39,253858302,225001913,43.6178603,39.71535309
5186,40,257672666,224946155,47.33161896,41.80139634
5187,39,260543026,224512134,46.5223005,41.12317561
5188,38,262323012,224206277,42.00082341,38.44497069
5189,38,264167986,225516778,36.07309869,35.41623416
5190,39,266278159,228740455,31.29624934,33.56993996
5191,41,268111952,233233265,29.37749561,33.63706691
5192,43,270158856,239161750,30.62722354,35.44525754
5193,46,274435045,248095923,34.06089404,38.24001025
5194,48,282921170,261624477,38.05910224,41.15734086
5195,50,295575179,279350376,41.28262069,43.62322742
5196,52,309525505,297825122,43.31877212,45.49830545
5197,54,319878690,311236998,44.64572625,46.93183274
5198,55,321940583,313994754,46.0269792,48.12541694
5199,55,314046692,304181861,47.8733026,49.23836379
5200,56,299132779,285420080,49.96960657,50.39481088
5201,56,283041452,264876058,51.54470105,51.56248403
5202,58,269837254,248018504,51.55119108,52.31154258
5203,59,257814290,234237214,49.18525277,51.83825126
5204,59,240611098,217751183,44.56409103,49.52099641
5205,57,213759224,193926643,39.05546666,45.63391203
5206,52,181297796,165719680,34.72878105,41.46623796
5207,48,155840216,143999003,33.12863562,38.57306084
5208,45,150724500,140508555,34.31707639,37.73079614
5209,43,169966925,158742966,36.96386923,38.45016117
5210,43,204170069,190177761,39.35335552,39.40553475
5211,42,236105284,219254113,40.51131434,39.44967643
5212,40,251924042,233485496,40.74625437,38.51460345
5213,37,249281581,230805654,41.38860464,37.76916868
5214,37,236441701,218774552,43.92328413,38.85718383
5215,40,224373740,207448187,48.95163025,42.66883087
5216,46,219198114,202538929,55.51831753,48.46721173
5217,52,220169528,203499897,61.22098215,53.98064725
5218,55,222377238,205800805,63.15992788,56.44891368
5219,54,220474456,204233822,59.33574897,54.04333522
5220,48,211341388,195530719,49.79532541,46.8759643
5221,41,195498982,180026730,36.86690542,37.03102309
5222,33,177117660,161885083,24.28709281,27.6090289
5223,29,162384049,147437170,15.66444972,21.36225506
5224,28,156858653,142330818,13.06411197,19.65847482
5225,30,162987195,148870334,16.314802,22.14301689
5226,33,178666359,164629506,23.22481275,27.04181894
5227,36,197667826,183120246,30.57972637,31.93238547
5228,37,212531309,196907143,35.54276683,34.78922089
5229,36,219065817,202092051,36.82559523,34.9023689
5230,34,219576865,201309876,35.02167334,33.12594566
5231,33,221832242,202504423,31.98830395,31.23635948
5232,35,233635930,213564361,29.74961674,30.80015476
5233,38,256720982,236443965,29.54943004,32.28855431
5234,42,284977020,265475387,31.42815204,34.95606302
5235,44,308767497,291428661,34.40729738,37.464369
5236,44,321488810,307631241,37.1489526,38.76348457
5237,42,322315051,312509953,38.71508517,38.61468943
5238,39,313390810,307101334,38.94327544,37.4648865
5239,37,295962551,291840621,38.2485977,35.93796741
5240,35,270454873,267100691,37.15936944,34.47583015
5241,34,239831836,236420965,36.04346773,33.36446237
5242,34,211247688,207545623,35.12933904,32.89001793
5243,35,193163232,188975825,34.56217463,33.27557568
5244,38,190316839,184911364,34.31530644,34.41826886
5245,41,200934815,193006646,34.10773001,35.77361817
5246,43,218147468,206456879,33.54643753,36.61092044
5247,44,234132558,218355797,32.42816176,36.46347421
5248,43,243905436,225035286,30.91822773,35.40066739
5249,41,246352474,226340658,29.45622414,33.93653036
5250,40,242341318,223266064,28.50184692,32.69613581
5251,39,232211494,215528180,28.31363355,32.0901098
5252,38,215567381,201761561,28.85931519,32.18371672
5253,39,193847066,182407015,29.86742634,32.80814029
5254,40,172652420,162170707,30.98408216,33.80101192
5255,42,160365859,148793271,31.94376757,35.15012521
5256,45,163274662,148502691,32.63381436,36.88542964
5257,48,181303108,162049873,33.01488342,38.82580977
5258,52,208072155,184636490,33.01751125,40.4875984
5259,54,234899285,209185000,32.5822161,41.33378974
5260,54,255069495,229680435,31.83905852,41.1687111
5261,53,265397269,242332151,31.20740913,40.28261161
5262,51,265400595,245260801,31.22705536,39.19522168
5263,48,256374838,238606939,32.21537466,38.27296122
5264,45,241342867,225206405,34.0590014,37.60093292
5265,41,224687137,210110684,36.34138498,37.18185084
5266,39,210629010,198266260,38.69426485,37.19980092
5267,38,201877666,192287565,41.05327425,38.05997188
5268,40,199959828,192484677,43.58515592,40.14004515
5269,45,206242830,198478426,46.36992812,43.43476119
5270,50,221282584,209768397,49.18414994,47.38463951
5271,55,242449821,224399304,51.64515102,51.07319092
5272,59,262882759,237948494,53.5646453,53.68268256
5273,60,274145631,245053974,55.06333348,54.84810672
5274,58,271040180,242614537,56.22763305,54.63353351
5275,55,254746476,231828053,56.67544959,53.25390418
5276,51,232216457,217569809,55.65744815,50.93984843
5277,48,212699721,205902121,52.81017806,48.11047881
5278,46,203452171,201233658,48.85074156,45.52642051
5279,47,206514416,204331457,45.37384722,44.0254283
5280,48,218187263,212200573,43.81224857,43.98541763
5281,50,231822535,220227234,44.56171542,45.11815023
5282,51,242290519,225382031,47.08224161,46.88733016
5283,52,248887763,228100958,50.68795343,49.0989257
5284,54,254623703,231364121,55.06994418,51.97639886
5285,56,262834912,237816299,60.06840889,55.61548539
5286,59,273998618,247289324,65.13238193,59.42604356
5287,61,285150198,256702130,69.21837679,62.22860482
5288,61,292364851,262597763,71.35186941,63.04237618
5289,58,294482974,264479487,71.3317293,61.89987138
5290,56,294805631,265928847,69.84660893,59.90701293
5291,54,298592175,271838509,67.82852687,58.39910532
5292,56,307991843,283668029,65.67375743,57.90079693
5293,58,319154884,297098953,63.12713129,57.83069825
5294,60,324824532,304744371,59.87639946,57.17814317
5295,60,320358739,301779692,56.09198294,55.43154757
5296,58,307293191,289240229,52.29297302,52.88449002
5297,56,290824820,271879524,48.81024617,50.19719109
5298,55,274087684,253135101,45.567482,47.82050022
5299,54,255687066,232850496,42.41312945,45.83803759
5300,53,233326647,210229072,39.57520144,44.21367238
5301,52,209469755,188475806,37.75791305,43.07063969
5302,52,192497613,175470900,37.79133285,42.71435624
5303,51,191274682,178787194,40.06577394,43.37683639
5304,50,207608646,199096026,44.11016777,44.88107422
5305,49,233409644,227916295,48.63809132,46.52481868
5306,47,255420144,252143177,52.09300513,47.361766
5307,44,263870008,262078090,53.33395937,46.73538758
5308,41,258225730,256857404,52.04499209,44.69388366
5309,39,246042426,243613251,48.76383433,42.01097343
5310,39,236694668,231790009,44.66227175,39.81386457
5311,40,235176214,227187943,41.17608186,39.03648744
5312,44,240172614,229641526,39.5406889,40.0066831
5313,48,247026867,235225027,40.36993527,42.40309872
5314,52,252745202,240749713,43.43503375,45.54780456
5315,54,258956089,246904772,47.70283466,48.74207148
5316,56,270684623,257748572,51.63093296,51.40521115
5317,57,292321876,277315722,53.6928499,53.06469756
5318,59,324040773,306132512,52.97569754,53.38394928
5319,60,360911407,339993455,49.53370723,52.26900625
5320,60,394757725,371450024,44.27028985,49.93184025
5321,60,417299120,392771146,38.47386014,46.82673035
5322,58,422983056,398677736,33.36607865,43.5147152
5323,55,410716429,387923973,29.8551501,40.54399514
5324,52,384248525,363575000,28.37832691,38.34260106
5325,49,350818368,331834783,28.72746789,37.07602853
5326,46,318300785,299701855,30.05550564,36.54773972
5327,45,292783356,273058775,31.32517224,36.34092916
5328,44,278319241,256534730,32.0116576,36.20823642
5329,43,277411678,253655812,32.41958935,36.32860433
5330,44,289334020,264707533,33.22574992,37.05715546
5331,46,307200853,283479164,34.66990695,38.37414942
5332,47,318641422,297733937,36.22513487,39.67259457
5333,47,312102811,295426479,37.04342774,40.15816469
5334,46,283999077,272026704,36.63315215,39.41527469
5335,43,240212321,232469210,35.08471897,37.55817199
5336,40,191146216,186621751,32.79842017,34.94480626
5337,36,145550574,143168345,30.20500704,31.90491056
5338,32,108270211,107094398,27.76876644,28.77735097
5339,28,82169099,81339318,26.03312622,26.07657621
5340,26,70391795,69019318,25.4153077,24.43944293
5341,25,75563997,72810099,25.93164059,24.30391852
5342,26,96500616,91859685,27.30563096,25.64593397
5343,29,126225983,119796643,29.50962745,28.09833627
5344,32,154258959,146683743,33.16593886,31.37252741
5345,35,172041115,163996052,39.20257729,35.53637776
5346,37,177166210,168720579,47.88905505,40.80364398
5347,40,172887398,163323267,58.09155564,46.97757722
5348,44,163600769,151986896,67.43717753,53.044593
5349,47,150667660,136787712,73.23554676,57.29501074
5350,48,132331720,117173517,73.48069081,57.95514138
5351,46,107212004,92590982,67.52335801,54.0290544
5352,40,77596242,65230231,56.42135102,45.96402926
5353,32,49748777,40455678,42.89957339,35.77269841
5354,24,31588294,25018897,30.64522149,26.40694169
5355,20,29472247,24366295,22.9598649,20.55697199
5356,19,45219221,39990229,21.3715394,19.44607469
5357,21,74433537,67872864,24.99057699,22.28705785
5358,25,107841720,99680562,31.0313415,26.77760888
5359,27,136103117,127153668,36.33914754,30.46340497
5360,28,155123067,146898921,39.16087353,32.19677215
5361,28,167312512,161301323,40.05007744,32.68825177
5362,29,177565532,174462361,41.2023934,33.70875821
5363,32,187925696,187131055,44.64433809,36.56130424
5364,35,196084742,195745526,50.60663253,41.03126137
5365,38,198709011,196423367,57.25199701,45.57618084
5366,40,195779385,189663104,61.89160944,48.49602273
5367,40,191505346,180947674,62.78016779,49.11529232
5368,40,191071970,176698979,60.222588,48.0939918
5369,41,196556837,179572411,56.24301372,46.72417839
5370,43,205892976,187389973,53.10926465,45.86246613
5371,43,215485312,196133592,51.82372521,45.35876786
5372,41,223429695,203523750,51.64936497,44.33994431
5373,37,229881993,209576892,50.8911347,41.99317523
5374,31,234456440,214111001,48.23027636,38.1968319
5375,26,234286890,214805754,43.64637826,33.6351544
5376,23,226147689,209025709,38.43262144,29.50613559
5377,22,211269329,198064680,34.4752573,27.10084291
5378,24,197529875,188923922,33.31034101,27.38010432
5379,28,195769169,190846804,35.42071008,30.57678447
5380,35,212874268,209247152,40.03459405,35.97676376
5381,43,247172230,242006878,45.5041608,42.11287077
5382,49,289132209,280502707,50.11199713,47.37533325
5383,53,326239946,313995139,52.83749701,50.66206841
